package,breaking_version,ecosystem,label_breaking,V_r,E_r,D_t,H_m,CRS_equal,CRS_learned,CRS_rating,R0,propagation_class,r_squared,first_issue_hours
vue,2.0.0,npm,1,0.6121,0.0177495122209487,0.0,0.0,0.1574623780552372,0.2172203213417859,SAFE,,,,
prisma,2.0.0,npm,1,0.0,0.0176705303176824,0.0,0.0,0.0044176325794206,0.0066803190659791,SAFE,,,,
mongodb,1.0.0,npm,1,0.0,0.0169835699491805,0.0,0.0,0.0042458924872951,0.0064206146674822,SAFE,,,,
mongodb,2.0.0,npm,1,0.8333,0.0169835699491805,0.0,0.0,0.2125708924872951,0.2930046734717808,SAFE,,,,
sinon,1.0.0,npm,1,0.0,0.0154033306153771,0.0,0.0,0.0038508326538442,0.0058232074159379,SAFE,,,,
sinon,5.0.0,npm,1,0.3582,0.0154033306153771,0.0,0.0,0.0934008326538442,0.1290134268611554,SAFE,,,,
sinon,8.0.0,npm,1,0.1176,0.0154033306153771,0.0,0.0,0.0332508326538442,0.0462675675688066,SAFE,,,,
sinon,9.0.0,npm,1,0.0,0.0154033306153771,0.0,0.0,0.0038508326538442,0.0058232074159379,SAFE,,,,
sinon,10.0.0,npm,1,0.0,0.0154033306153771,0.0,0.0,0.0038508326538442,0.0058232074159379,SAFE,,,,
fstream,1.0.0,npm,1,0.0,0.0145480721384102,0.0,0.0,0.0036370180346025,0.0054998781548854,SAFE,,,,
puppeteer,1.0.0,npm,1,0.0667,0.0142673284739705,0.0,0.0,0.0202418321184926,0.028332849039396,SAFE,,,,
puppeteer,2.0.0,npm,1,0.0,0.0142673284739705,0.0,0.0,0.0035668321184926,0.0053937434084747,SAFE,,,,
puppeteer,6.0.0,npm,1,0.0,0.0142673284739705,0.0,0.0,0.0035668321184926,0.0053937434084747,SAFE,,,,
puppeteer,7.0.0,npm,1,0.0,0.0142673284739705,0.0,0.0,0.0035668321184926,0.0053937434084747,SAFE,,,,
puppeteer,8.0.0,npm,1,0.0018,0.0142673284739705,0.0,0.0,0.0040168321184926,0.0060127897373452,SAFE,,,,
puppeteer,10.0.0,npm,1,0.0,0.0142673284739705,0.0,0.0,0.0035668321184926,0.0053937434084747,SAFE,,,,
react-native,1000.0.0,npm,1,0.3409,0.0118278542186722,0.0,0.0,0.088181963554668,0.1217120000021503,SAFE,,,,
babel-core,5.0.0,npm,1,0.0505,0.0104878453020834,0.0,0.0,0.0152469613255208,0.0213326037966078,SAFE,,,,
better-sqlite3,1.0.0,npm,1,0.0,0.0096411228889213,0.0,0.0,0.0024102807222303,0.003644812911351,SAFE,,,,
better-sqlite3,2.0.0,npm,1,0.0,0.0096411228889213,0.0,0.0,0.0024102807222303,0.003644812911351,SAFE,,,,
better-sqlite3,4.0.0,npm,1,0.0,0.0096411228889213,0.0,0.0,0.0024102807222303,0.003644812911351,SAFE,,,,
better-sqlite3,5.0.0,npm,1,0.1429,0.0096411228889213,0.0,0.0,0.0381352807222303,0.0527902131311209,SAFE,,,,
better-sqlite3,6.0.0,npm,1,0.0,0.0096411228889213,0.0,0.0,0.0024102807222303,0.003644812911351,SAFE,,,,
better-sqlite3,7.0.0,npm,1,0.1429,0.0096411228889213,0.0,0.0,0.0381352807222303,0.0527902131311209,SAFE,,,,
bootstrap,4.0.0,npm,1,0.0,0.0087927650811773,0.0,0.0,0.0021981912702943,0.0033240924385663,SAFE,,,,
bcrypt,3.0.0,npm,1,0.0,0.0071453841008803,0.0,0.0,0.00178634602522,0.0027013023822544,SAFE,,,,
react-dnd,15.0.0,npm,1,0.5377,0.0067653782485338,0.0,0.0,0.1361163445621334,0.1874805367243806,SAFE,,,,
rollup-plugin-terser,2.0.0,npm,1,0.0,0.0058338769802471,0.0,0.0,0.0014584692450617,0.002205488964908,SAFE,,,,
rollup-plugin-terser,3.0.0,npm,1,0.0,0.0058338769802471,0.0,0.0,0.0014584692450617,0.002205488964908,SAFE,,,,
rollup-plugin-terser,4.0.0,npm,1,0.0,0.0058338769802471,0.0,0.0,0.0014584692450617,0.002205488964908,SAFE,,,,
rollup-plugin-terser,5.0.0,npm,1,0.0,0.0058338769802471,0.0,0.0,0.0014584692450617,0.002205488964908,SAFE,,,,
rollup-plugin-terser,6.0.0,npm,1,0.0,0.0058338769802471,0.0,0.0,0.0014584692450617,0.002205488964908,SAFE,,,,
rollup-plugin-terser,7.0.0,npm,1,0.0,0.0058338769802471,0.0,0.0,0.0014584692450617,0.002205488964908,SAFE,,,,
mobx-react,8.0.0,npm,1,0.037,0.0040622060117271,0.0,0.0,0.0102655515029317,0.0142605524583928,SAFE,,,,
react-beautiful-dnd,3.0.0,npm,1,0.0,0.003225791455819,0.0,0.0,0.0008064478639547,0.0012195059105621,SAFE,,,,
react-beautiful-dnd,5.0.0,npm,1,0.0513,0.003225791455819,0.0,0.0,0.0136314478639547,0.0188623262833696,SAFE,,,,
react-beautiful-dnd,8.0.0,npm,1,0.2018,0.003225791455819,0.0,0.0,0.0512564478639547,0.0706214776694814,SAFE,,,,
electron-builder,24.0.0,npm,1,0.0,0.0031067597831113,0.0,0.0,0.0007766899457778,0.0011745061545644,SAFE,,,,
tslint,6.0.0,npm,1,0.0,0.0029485760682007,0.0,0.0,0.0007371440170501,0.0011147050242278,SAFE,,,,
react-query,4.0.0,npm,1,0.7747,0.0023963861314976,0.0,0.0,0.1942740965328744,0.2673366120507009,SAFE,,,,
levelup,2.0.0,npm,1,1.0,0.0014800460148537,0.0,0.0,0.2503700115037134,0.3444741564588615,WAIT,,,,
levelup,4.0.0,npm,1,0.0,0.0014800460148537,0.0,0.0,0.0003700115037134,0.0005595293086173,SAFE,,,,
levelup,5.0.0,npm,1,0.0,0.0014800460148537,0.0,0.0,0.0003700115037134,0.0005595293086173,SAFE,,,,
node-sass,1.0.0,npm,1,0.0,0.0012878349580386,0.0,0.0,0.0003219587395096,0.0004868641896622,SAFE,,,,
node-sass,2.0.0,npm,1,0.5,0.0012878349580386,0.0,0.0,0.1253219587395097,0.1724441777647843,SAFE,,,,
node-sass,5.0.0,npm,1,0.0,0.0012878349580386,0.0,0.0,0.0003219587395096,0.0004868641896622,SAFE,,,,
node-sass,6.0.0,npm,1,0.0,0.0012878349580386,0.0,0.0,0.0003219587395096,0.0004868641896622,SAFE,,,,
node-sass,7.0.0,npm,1,0.0,0.0012878349580386,0.0,0.0,0.0003219587395096,0.0004868641896622,SAFE,,,,
node-sass,8.0.0,npm,1,0.0,0.0012878349580386,0.0,0.0,0.0003219587395096,0.0004868641896622,SAFE,,,,
node-sass,9.0.0,npm,1,0.0,0.0012878349580386,0.0,0.0,0.0003219587395096,0.0004868641896622,SAFE,,,,
graphql-tools,1.0.0,npm,1,0.0,0.0012827923754258,0.0,0.0,0.0003206980938564,0.0004849578484169,SAFE,,,,
graphql-tools,2.0.0,npm,1,0.087,0.0012827923754258,0.0,0.0,0.0220706980938564,0.0304055304104881,SAFE,,,,
graphql-tools,4.0.0,npm,1,0.0115,0.0012827923754258,0.0,0.0,0.0031956980938564,0.0044399760606447,SAFE,,,,
graphql-tools,9.0.0,npm,1,0.0,0.0012827923754258,0.0,0.0,0.0003206980938564,0.0004849578484169,SAFE,,,,
cuid,3.0.0,npm,1,0.0,0.0011041460467766,0.0,0.0,0.0002760365116941,0.0004174208558147,SAFE,,,,
apollo-server-express,2.0.0,npm,1,0.25,0.0010367343861989,0.0,0.0,0.0627591835965497,0.0863705927601645,SAFE,,,,
apollo-server-express,3.0.0-lambda.0,npm,1,0.0,0.0010367343861989,0.0,0.0,0.0002591835965497,0.0003919359726035,SAFE,,,,
apollo-server-express,3.0.0-html.0,npm,1,0.0,0.0010367343861989,0.0,0.0,0.0002591835965497,0.0003919359726035,SAFE,,,,
apollo-server-express,3.0.0-html.2,npm,1,0.0,0.0010367343861989,0.0,0.0,0.0002591835965497,0.0003919359726035,SAFE,,,,
leveldown,1.0.0,npm,1,0.0,0.0008619434132875,0.0,0.0,0.0002154858533218,0.0003258564918008,SAFE,,,,
leveldown,2.0.0,npm,1,0.0,0.0008619434132875,0.0,0.0,0.0002154858533218,0.0003258564918008,SAFE,,,,
leveldown,3.0.0,npm,1,0.0,0.0008619434132875,0.0,0.0,0.0002154858533218,0.0003258564918008,SAFE,,,,
leveldown,6.0.0,npm,1,0.0,0.0008619434132875,0.0,0.0,0.0002154858533218,0.0003258564918008,SAFE,,,,
csurf,1.0.0,npm,1,1.0,0.000587311253196,0.0,0.0,0.250146827813299,0.3441366593412341,WAIT,,,,
tap,3.0.0,npm,1,0.0,0.0004557615048547,0.0,0.0,0.0001139403762136,0.0001722999941531,SAFE,,,,
tap,4.0.0,npm,1,0.0,0.0004557615048547,0.0,0.0,0.0001139403762136,0.0001722999941531,SAFE,,,,
tap,6.0.0,npm,1,0.0,0.0004557615048547,0.0,0.0,0.0001139403762136,0.0001722999941531,SAFE,,,,
tap,8.0.0,npm,1,0.0,0.0004557615048547,0.0,0.0,0.0001139403762136,0.0001722999941531,SAFE,,,,
tap,9.0.0,npm,1,0.0,0.0004557615048547,0.0,0.0,0.0001139403762136,0.0001722999941531,SAFE,,,,
apollo-server,2.0.0,npm,1,1.0,0.0002773197745065,0.0,0.0,0.2500693299436266,0.3440194674998943,WAIT,,,,
apollo-server,3.0.0-lambda.0,npm,1,0.0,0.0002773197745065,0.0,0.0,6.932994362662653e-05,0.0001048403496501,SAFE,,,,
apollo-server,3.0.0-html.0,npm,1,0.0,0.0002773197745065,0.0,0.0,6.932994362662653e-05,0.0001048403496501,SAFE,,,,
apollo-server,3.0.0-html.2,npm,1,0.0,0.0002773197745065,0.0,0.0,6.932994362662653e-05,0.0001048403496501,SAFE,,,,
hapi,4.0.0,npm,1,0.1042,8.538569090146067e-05,0.0,0.0,0.0260713464227253,0.0358681840890819,SAFE,,,,
hapi,6.0.0,npm,1,0.0638,8.538569090146067e-05,0.0,0.0,0.0159713464227253,0.021974033152212,SAFE,,,,
hapi,8.0.0,npm,1,0.5882,8.538569090146067e-05,0.0,0.0,0.1470713464227253,0.2023228636298,SAFE,,,,
hapi,9.0.0,npm,1,0.0,8.538569090146067e-05,0.0,0.0,2.1346422725365168e-05,3.227994002647706e-05,SAFE,,,,
uws,99.0.0,npm,1,0.0,7.808974332850872e-05,0.0,0.0,1.952243583212718e-05,2.9521717335944487e-05,SAFE,,,,
sendgrid,2.0.0,npm,1,0.0,6.729474726292012e-05,0.0,0.0,1.682368681573003e-05,2.544068429745332e-05,SAFE,,,,
sendgrid,3.0.0,npm,1,0.0,6.729474726292012e-05,0.0,0.0,1.682368681573003e-05,2.544068429745332e-05,SAFE,,,,
sendgrid,4.0.0,npm,1,0.0,6.729474726292012e-05,0.0,0.0,1.682368681573003e-05,2.544068429745332e-05,SAFE,,,,
sendgrid,5.0.0,npm,1,0.0,6.729474726292012e-05,0.0,0.0,1.682368681573003e-05,2.544068429745332e-05,SAFE,,,,
react-testing-library,1.0.0,npm,1,0.0,5.825345091917805e-05,0.0,0.0,1.4563362729794514e-05,2.202263496557624e-05,SAFE,,,,
react-testing-library,3.0.0,npm,1,0.0,5.825345091917805e-05,0.0,0.0,1.4563362729794514e-05,2.202263496557624e-05,SAFE,,,,
react-testing-library,4.0.0,npm,1,0.2,5.825345091917805e-05,0.0,0.0,0.0500145633627297,0.0688049480650144,SAFE,,,,
react-testing-library,5.0.0,npm,1,0.0,5.825345091917805e-05,0.0,0.0,1.4563362729794514e-05,2.202263496557624e-05,SAFE,,,,
react-testing-library,6.0.0,npm,1,0.3,5.825345091917805e-05,0.0,0.0,0.0750145633627298,0.1031964107800388,SAFE,,,,
react-testing-library,7.0.0,npm,1,0.0,5.825345091917805e-05,0.0,0.0,1.4563362729794514e-05,2.202263496557624e-05,SAFE,,,,
react-testing-library,8.0.0,npm,1,1.0,5.825345091917805e-05,0.0,0.0,0.2500145633627298,0.3439366497852097,WAIT,,,,
prebuild,2.0.0,npm,1,0.0,1.1961345563134136e-05,0.0,0.0,2.9903363907835343e-06,4.521969821144029e-06,SAFE,,,,
prebuild,3.0.0,npm,1,0.0,1.1961345563134136e-05,0.0,0.0,2.9903363907835343e-06,4.521969821144029e-06,SAFE,,,,
prebuild,4.0.0,npm,1,0.0,1.1961345563134136e-05,0.0,0.0,2.9903363907835343e-06,4.521969821144029e-06,SAFE,,,,
prebuild,5.0.0,npm,1,0.1739,1.1961345563134136e-05,0.0,0.0,0.0434779903363907,0.0598112756312486,SAFE,,,,
prebuild,6.0.0,npm,1,0.55,1.1961345563134136e-05,0.0,0.0,0.1375029903363908,0.1891575669024554,SAFE,,,,
prebuild,7.0.0,npm,1,0.0,1.1961345563134136e-05,0.0,0.0,2.9903363907835343e-06,4.521969821144029e-06,SAFE,,,,
prebuild,8.0.0,npm,1,0.0,1.1961345563134136e-05,0.0,0.0,2.9903363907835343e-06,4.521969821144029e-06,SAFE,,,,
prebuild,9.0.0,npm,1,0.0,1.1961345563134136e-05,0.0,0.0,2.9903363907835343e-06,4.521969821144029e-06,SAFE,,,,
prebuild,10.0.0,npm,1,0.0,1.1961345563134136e-05,0.0,0.0,2.9903363907835343e-06,4.521969821144029e-06,SAFE,,,,
prebuild,11.0.0,npm,1,0.0,1.1961345563134136e-05,0.0,0.0,2.9903363907835343e-06,4.521969821144029e-06,SAFE,,,,
swc,1.0.0,npm,1,0.1579,0.0,0.0,0.0,0.039475,0.0543041196270235,SAFE,,,,
cross-env,7.0.0,npm,0,0.0,0.0277924188507465,0.0,0.0,0.0069481047126866,0.0105068847510781,SAFE,,,,
nodemon,2.0.0,npm,0,0.0,0.0178285734582502,0.0,0.0,0.0044571433645625,0.0067400670523837,SAFE,,,,
dotenv,8.0.0,npm,0,0.0,0.1886129298554628,0.0,0.0,0.0471532324638657,0.0713048521324117,SAFE,,,,
commander,6.0.0,npm,0,0.0,0.5745777606045109,0.0,0.0,0.1436444401511277,0.2172183120736899,SAFE,,,,
minimatch,3.0.0,npm,0,0.0,0.8484756299205892,0.0,0.0,0.2121189074801473,0.3207650152924561,SAFE,,,,
inquirer,7.0.0,npm,0,0.0,0.0636262134349432,0.0,0.0,0.0159065533587358,0.0240538002574932,SAFE,,,,
ora,4.0.0,npm,0,0.0,0.0972623661718338,0.0,0.0,0.0243155915429584,0.0367699003628527,SAFE,,,,
chai,4.0.0,npm,0,0.0,0.1049437713763469,0.0,0.0,0.0262359428440867,0.0396738447673888,SAFE,,,,
sinon,8.0.0,npm,0,0.1176,0.0154033306153771,0.0,0.0,0.0332508326538442,0.0462675675688066,SAFE,,,,
nock,12.0.0,npm,0,0.0,0.0088387649032464,0.0,0.0,0.0022096912258116,0.0033414826064263,SAFE,,,,
supertest,5.0.0,npm,0,0.0,0.020283687653052,0.0,0.0,0.005070921913263,0.0076682195112988,SAFE,,,,
nyc,13.0.0,npm,0,0.0,0.0110278122300903,0.0,0.0,0.0027569530575225,0.004169048861142,SAFE,,,,
execa,4.0.0,npm,0,0.0,0.1904965578493205,0.0,0.0,0.0476241394623301,0.0720169550390227,SAFE,,,,
fast-glob,3.0.0,npm,0,0.0,0.1964657967870662,0.0,0.0,0.0491164491967665,0.0742736174010631,SAFE,,,,
chokidar,3.0.0,npm,0,0.0,0.2477478765480018,0.0,0.0,0.0619369691370004,0.0936607353319399,SAFE,,,,
glob,7.0.0,npm,0,0.0,0.4925150898901939,0.0,0.0,0.1231287724725484,0.1861946351425312,SAFE,,,,
async,3.0.0,npm,0,0.0,0.1265014731634393,0.0,0.0,0.0316253682908598,0.0478237035253288,SAFE,,,,
debug,4.0.0,npm,0,0.0,0.8508974920201096,0.0,0.0,0.2127243730050274,0.3216805968436453,SAFE,,,,
ms,2.0.0,npm,0,0.0,0.6420340667583936,0.0,0.0,0.1605085166895984,0.2427200734820263,SAFE,,,,
mime,3.0.0,npm,0,0.0,0.1728911705171788,0.0,0.0,0.0432227926292947,0.0653612631868565,SAFE,,,,
p-queue,7.0.0,npm,0,0.0,0.0362431067074504,0.0,0.0,0.0090607766768626,0.0137016553773613,SAFE,,,,
leven,4.0.0,npm,0,0.0,0.0751285100021567,0.0,0.0,0.0187821275005391,0.028402227253123,SAFE,,,,
strip-ansi,7.0.0,npm,0,0.0,0.6766034382758382,0.0,0.0,0.1691508595689595,0.2557889756312624,SAFE,,,,
ansi-regex,6.0.0,npm,0,0.0,0.6278249959108176,0.0,0.0,0.1569562489777044,0.2373483542870496,SAFE,,,,
is-stream,3.0.0,npm,0,0.0,0.2183494918668974,0.0,0.0,0.0545873729667243,0.0825467174635769,SAFE,,,,
pretty-bytes,6.0.0,npm,0,0.0,0.0386869638202283,0.0,0.0,0.009671740955057,0.014625552112293,SAFE,,,,
filesize,10.0.0,npm,0,0.0,0.0244340922343615,0.0,0.0,0.0061085230585903,0.0092372741099774,SAFE,,,,
boxen,7.0.0,npm,0,0.0,0.0351417624047532,0.0,0.0,0.0087854406011883,0.0132852937169445,SAFE,,,,
string-length,6.0.0,npm,0,0.0,0.0654075450620102,0.0,0.0,0.0163518862655025,0.0247272301669069,SAFE,,,,
camelcase,8.0.0,npm,0,0.0,0.2152073630224118,0.0,0.0,0.0538018407556029,0.0813588400852407,SAFE,,,,
decamelize,6.0.0,npm,0,0.0,0.0805889282756856,0.0,0.0,0.0201472320689214,0.0304665306806423,SAFE,,,,
escape-string-regexp,5.0.0,npm,0,0.0,0.4175601488384439,0.0,0.0,0.1043900372096109,0.1578580253863265,SAFE,,,,
get-port,7.0.0,npm,0,0.0,0.0277987321697452,0.0,0.0,0.0069496830424363,0.0105092714924219,SAFE,,,,
find-up,7.0.0,npm,0,0.0,0.3804241152974614,0.0,0.0,0.0951060288243653,0.1438188002788366,SAFE,,,,
pkg-dir,7.0.0,npm,0,0.0,0.1175389986630684,0.0,0.0,0.0293847496657671,0.0444354526801763,SAFE,,,,
unique-string,3.0.0,npm,0,0.0,0.0420163933623077,0.0,0.0,0.0105040983405769,0.0158842382552058,SAFE,,,,
temp-dir,3.0.0,npm,0,0.0,0.0281756648721029,0.0,0.0,0.0070439162180257,0.0106517703689628,SAFE,,,,
normalize-url,8.0.0,npm,0,0.0,0.0617336902863853,0.0,0.0,0.0154334225715963,0.0233383345501926,SAFE,,,,
repeat-string,2.0.0,npm,0,0.0,0.0350408745650407,0.0,0.0,0.0087602186412601,0.0132471532114225,SAFE,,,,
is-plain-obj,4.0.0,npm,0,0.0,0.1404001878741295,0.0,0.0,0.0351000469685323,0.0530780930204487,SAFE,,,,
Django,2.0,pypi,1,0.11455431754874651,0.044174245887091255,0.22627737226277372,0.8550724637681159,0.3100195998666818,0.3100195998666818,WAIT,1.003,moderate,0.9825,1.56
Django,3.0,pypi,1,0.04665738161559888,0.044174245887091255,0.45985401459854014,0.8491048593350383,0.34994762535906715,0.34994762535906715,WAIT,0.996,no_signal,0.8611,1.3
Django,4.0,pypi,1,0.03168523676880223,0.0,0.21897810218978103,0.8422847399829496,0.2732370197353832,0.2732370197353832,WAIT,0.988,no_signal,0.9655,1.5
pandas,2.0.0,pypi,1,0.0,0.0,0.4744525547445255,0.8542199488491048,0.3321681258984076,0.3321681258984076,WAIT,1.002,moderate,0.9773,0.9
numpy,2.0.0,pypi,1,0.5804317548746517,0.9303064774651381,1.0,0.8610400682011935,0.8429445751352459,0.8429445751352459,AVOID,1.01,moderate,0.9603,0.11
SQLAlchemy,2.0.0,pypi,1,0.46866295264623953,0.3578809631512451,0.32116788321167883,0.8405797101449275,0.49707287728852273,0.49707287728852273,WAIT,0.986,no_signal,0.9807,1.82
pydantic,2.0.0,pypi,1,1.0,1.0,0.0,0.0,0.5,0.5,WAIT,,no_signal,,
Celery,5.0.0,pypi,1,0.0,0.05023318286588069,0.058394160583941604,0.7800511508951407,0.22216962358624073,0.22216962358624073,SAFE,0.915,no_signal,0.9682,1.05
click,8.0.0,pypi,1,0.07103064066852367,0.9610858235548702,0.7737226277372263,0.8627450980392156,0.667146047499959,0.667146047499959,AVOID,1.012,moderate,0.9759,0.45
Pillow,10.0.0,pypi,1,0.03342618384401114,0.4234042813172628,0.08759124087591241,0.8618925831202044,0.3515785722893477,0.3515785722893477,WAIT,1.011,moderate,0.9788,0.03
pytest,7.0.0,pypi,1,0.06093314763231198,0.7789155191640232,0.16058394160583941,0.835464620630861,0.45897430725825894,0.45897430725825894,WAIT,0.98,no_signal,0.7459,0.83
Flask,2.0.0,pypi,1,0.08008356545961003,0.18851798562391053,0.24087591240875914,0.8422847399829496,0.33794055086880737,0.33794055086880737,WAIT,0.988,no_signal,0.9814,0.07
aiohttp,3.0.0,pypi,1,0.258008356545961,0.5382750725328516,0.021897810218978103,0.7399829497016197,0.3895410472498526,0.3895410472498526,WAIT,0.868,no_signal,0.9198,1.26
Scrapy,2.0.0,pypi,1,0.0,0.004358353417092886,0.0,0.0,0.0010895883542732215,0.0010895883542732215,SAFE,,no_signal,,
cryptography,42.0.0,pypi,1,0.05710306406685237,0.0,0.145985401459854,0.8371696504688831,0.26006452899889737,0.26006452899889737,WAIT,0.982,no_signal,0.962,0.31
sphinx,5.0.0,pypi,1,0.05153203342618384,0.0,0.029197080291970802,1.0,0.2701822784295387,0.2701822784295387,WAIT,1.173,moderate,0.9956,5.02
marshmallow,3.0.0,pypi,1,0.6319637883008357,0.130045799617267,0.06569343065693431,0.8115942028985507,0.4098243053683969,0.4098243053683969,WAIT,0.952,no_signal,0.9894,5.02
werkzeug,2.0.0,pypi,1,0.07311977715877438,0.0,0.20437956204379562,0.8431372549019608,0.28015914852613266,0.28015914852613266,WAIT,0.989,no_signal,0.9812,1.4
mypy,1.0.0,pypi,1,0.013231197771587743,0.15552059568743723,0.1678832116788321,0.8525149190110827,0.2972874810372349,0.2972874810372349,WAIT,1.0,moderate,0.9973,0.44
Pillow,9.0.0,pypi,1,0.003481894150417827,0.0,0.06569343065693431,0.8491048593350383,0.2295700460355976,0.2295700460355976,SAFE,0.996,no_signal,0.9896,6.24
urllib3,2.0.0,pypi,1,0.0,0.0,0.17518248175182483,0.855924978687127,0.25777686510973796,0.25777686510973796,WAIT,1.004,moderate,0.9928,0.34
attrs,22.2.0,pypi,1,0.12151810584958217,0.0,0.13138686131386862,0.8371696504688831,0.2725186544080835,0.2725186544080835,WAIT,0.982,no_signal,0.9625,0.09
setuptools,58.0.0,pypi,1,0.0,0.0,0.16058394160583941,0.8542199488491048,0.25370097261373603,0.25370097261373603,WAIT,1.002,moderate,0.9914,1.99
httpx,0.23.0,pypi,1,0.0,0.7015971274781373,0.029197080291970802,0.6811594202898551,0.3529884070149908,0.3529884070149908,WAIT,0.799,no_signal,0.831,1.1
fastapi,0.100.0,pypi,1,0.1288300835654596,0.48539367056481686,0.072992700729927,0.846547314578005,0.3834409423595521,0.3834409423595521,WAIT,0.993,no_signal,0.9677,3.63
http,1.0.0,pubdev,1,0.1144,1.0,1.0,0.5648466246969988,0.6698116561742496,0.6698116561742496,AVOID,11.3837,no_signal,-0.8511,0.0
dio,5.0.0,pubdev,1,0.1404,0.2679937276949601,0.04024767801857585,0.31330763999093175,0.19048726142611694,0.19048726142611694,SAFE,7.0565,no_signal,0.2995,0.34
bloc,8.0.0,pubdev,1,1.0,0.11901880787828649,0.030959752321981424,0.7097582384365426,0.46493419965920263,0.46493419965920263,WAIT,13.8766,super_critical,0.718,1.48
flutter_bloc,8.0.0,pubdev,1,0.0,0.10197001727273076,0.021671826625386997,1.0,0.28091046097452943,0.28091046097452943,WAIT,18.8696,super_critical,0.6451,0.09
riverpod,1.0.0,pubdev,1,0.5716,0.14977226561208887,0.01238390092879257,0.0,0.18343904163522037,0.18343904163522037,SAFE,1.6667,no_signal,-1.7246,6.78
riverpod,2.0.0,pubdev,1,0.0,0.14977226561208887,0.0030959752321981426,0.0,0.038217060211071754,0.038217060211071754,SAFE,1.6667,no_signal,-1.3913,8.49
go_router,6.0.0,pubdev,1,0.0,0.2628629108679804,0.006191950464396285,0.5020897639351505,0.19278615631688178,0.19278615631688178,SAFE,10.3041,super_critical,0.5131,5.14
go_router,10.0.0,pubdev,1,0.0,0.2628629108679804,0.006191950464396285,0.0,0.06726371533309418,0.06726371533309418,SAFE,1.6667,no_signal,-1.125,6.38
mockito,5.0.0,pubdev,1,0.2424,0.15483202569530696,0.015479876160990712,0.8252562068023415,0.3094920271646598,0.3094920271646598,WAIT,15.8635,super_critical,0.6203,0.39
provider,6.0.0,pubdev,1,0.0,0.03579489656601574,0.1393188854489164,0.4983520220427951,0.16836645101443182,0.16836645101443182,SAFE,10.2398,super_critical,0.5231,0.55
freezed,2.0.0,pubdev,1,0.0,0.15826107064686767,0.01238390092879257,0.3724778961686693,0.13578071693608237,0.13578071693608237,SAFE,8.0744,no_signal,-0.2056,2.54
get_it,7.0.0,pubdev,1,0.0,0.11585678278089603,0.0030959752321981426,0.0,0.029738189503273543,0.029738189503273543,SAFE,1.6667,no_signal,-1.5,16.68
hive,2.0.0,pubdev,1,0.0,0.02469481809411701,0.009287925696594427,0.5906155357526929,0.15614956988585108,0.15614956988585108,SAFE,11.827,super_critical,0.5941,2.35
drift,2.0.0,pubdev,1,0.0,0.0,0.015479876160990712,0.6086648181411273,0.15603617357552949,0.15603617357552949,SAFE,12.1375,super_critical,0.7617,4.49
sqflite,2.0.0,pubdev,1,0.0,0.16269431822106595,0.009287925696594427,0.3852431857419389,0.13930635741489983,0.13930635741489983,SAFE,8.294,super_critical,0.7376,4.89
firebase_core,2.0.0,pubdev,1,0.0,0.31352562641657006,0.02476780185758514,0.42616070546245105,0.19111353343415155,0.19111353343415155,SAFE,8.9979,super_critical,0.5532,0.05
path_provider,2.0.0,pubdev,1,0.0,0.5159208576425179,0.034055727554179564,0.56629405507211,0.27906766006720185,0.27906766006720185,WAIT,11.4086,super_critical,0.7303,0.18
url_launcher,6.0.0,pubdev,1,0.0,0.4554885825801298,0.021671826625386997,0.7280807305744962,0.3013102849450032,0.3013102849450032,WAIT,14.1918,super_critical,0.7616,0.78
image_picker,1.0.0,pubdev,1,0.0,0.2708850191710847,0.0,0.0,0.06772125479277118,0.06772125479277118,SAFE,1.6667,no_signal,-0.25,62.44
shared_preferences,2.0.0,pubdev,1,0.0,0.5044756464152058,0.02476780185758514,0.5423620436089264,0.2679013729704293,0.2679013729704293,WAIT,10.9969,super_critical,0.7771,0.79
intl,0.18.0,pubdev,1,0.154,0.7230617880476368,0.02786377708978328,0.5033337402414709,0.35206482634472275,0.35206482634472275,WAIT,10.3255,super_critical,0.7441,1.1
collection,1.17.0,pubdev,1,0.0,0.6796035330799471,0.04643962848297214,0.4510867353760122,0.29428247423473286,0.29428247423473286,WAIT,9.4267,super_critical,0.7486,0.66
test,1.22.0,pubdev,1,0.0,0.7820838219516069,0.6842105263157895,0.6664341477309058,0.5331821239995755,0.5331821239995755,WAIT,13.1313,no_signal,-0.1082,0.02
build_runner,2.0.0,pubdev,1,0.0868,0.5109897176930426,0.02476780185758514,0.569403995837911,0.29799037884713464,0.29799037884713464,WAIT,11.4621,super_critical,0.7748,0.51
json_annotation,4.0.0,pubdev,1,0.0,0.9441037200681204,0.006191950464396285,0.0,0.23757391763312916,0.23757391763312916,SAFE,1.6667,no_signal,-1.3913,15.15
