package,breaking_version,ecosystem,label_breaking,V_r,E_r,D_t,H_m,CRS_equal,CRS_learned,CRS_rating,R0,propagation_class,r_squared,first_issue_hours
bcrypt,2.0.0,npm,1,0.0,0.0071453841008803,0.0,0.0,0.00178634602522,0.0027013023822544,SAFE,,,,
bcrypt,4.0.0,npm,1,0.0,0.0071453841008803,0.0,0.0,0.00178634602522,0.0027013023822544,SAFE,,,,
react-dnd,1.0.0,npm,1,0.0,0.0067653782485338,0.0,0.0,0.0016913445621334,0.0025576417056943,SAFE,,,,
sequelize,1.0.0,npm,1,1.0,0.0041158399948869,0.0,0.0,0.2510289599987217,0.3454706146557719,WAIT,,,,
chrono-node,2.0.0,npm,1,0.7213,0.0035090167445476,0.0,0.0,0.1812022541861369,0.2493921993950065,SAFE,,,,
react-beautiful-dnd,2.0.0,npm,1,0.0088,0.003225791455819,0.0,0.0,0.0030064478639547,0.0042459546294842,SAFE,,,,
react-beautiful-dnd,4.0.0,npm,1,0.0779,0.003225791455819,0.0,0.0,0.0202814478639547,0.0280104553655661,SAFE,,,,
react-beautiful-dnd,6.0.0,npm,1,0.0,0.003225791455819,0.0,0.0,0.0008064478639547,0.0012195059105621,SAFE,,,,
react-beautiful-dnd,7.0.0,npm,1,0.0044,0.003225791455819,0.0,0.0,0.0019064478639547,0.0027327302700231,SAFE,,,,
react-beautiful-dnd,9.0.0,npm,1,0.0,0.003225791455819,0.0,0.0,0.0008064478639547,0.0012195059105621,SAFE,,,,
react-beautiful-dnd,10.0.0,npm,1,0.1532,0.003225791455819,0.0,0.0,0.0391064478639547,0.0539072267899795,SAFE,,,,
react-beautiful-dnd,11.0.0,npm,1,0.0425,0.003225791455819,0.0,0.0,0.0114314478639547,0.0158358775644475,SAFE,,,,
serverless,1.0.0,npm,1,1.0,0.001947700665838,0.0,0.0,0.2504869251664595,0.3446509526401361,WAIT,,,,
levelup,1.0.0,npm,1,0.3333,0.0014800460148537,0.0,0.0,0.0836950115037134,0.1151862745377936,SAFE,,,,
levelup,3.0.0,npm,1,0.0,0.0014800460148537,0.0,0.0,0.0003700115037134,0.0005595293086173,SAFE,,,,
node-sass,3.0.0,npm,1,0.0,0.0012878349580386,0.0,0.0,0.0003219587395096,0.0004868641896622,SAFE,,,,
node-sass,4.0.0,npm,1,0.0,0.0012878349580386,0.0,0.0,0.0003219587395096,0.0004868641896622,SAFE,,,,
graphql-tools,3.0.0,npm,1,0.0392,0.0012827923754258,0.0,0.0,0.0101206980938564,0.0139664112327065,SAFE,,,,
graphql-tools,5.0.0,npm,1,0.3261,0.0012827923754258,0.0,0.0,0.0818456980938564,0.1126355177621115,SAFE,,,,
graphql-tools,6.0.0,npm,1,1.0,0.0012827923754258,0.0,0.0,0.2503206980938564,0.3443995849986611,WAIT,,,,
graphql-tools,7.0.0,npm,1,0.0,0.0012827923754258,0.0,0.0,0.0003206980938564,0.0004849578484169,SAFE,,,,
graphql-tools,8.0.0,npm,1,0.0,0.0012827923754258,0.0,0.0,0.0003206980938564,0.0004849578484169,SAFE,,,,
apollo-server-express,3.0.0,npm,1,0.32,0.0010367343861989,0.0,0.0,0.0802591835965497,0.1104446166606816,SAFE,,,,
leveldown,4.0.0,npm,1,1.0,0.0008619434132875,0.0,0.0,0.2502154858533219,0.344240483642045,WAIT,,,,
leveldown,5.0.0,npm,1,0.0,0.0008619434132875,0.0,0.0,0.0002154858533218,0.0003258564918008,SAFE,,,,
tap,1.0.0,npm,1,1.0,0.0004557615048547,0.0,0.0,0.2501139403762137,0.3440869271443973,WAIT,,,,
