package,breaking_version,V_r,E_r,D_t,H_m,CRS_equal,CRS_learned,CRS_rating,label_breaking,propagation_class,R0,ci_check_failure_rate,ci_check_prs_sampled,ci_check_prs_failed,pr_rejection_rate,bot_prs_total,bot_prs_rejected,ci_failure_issues,is_deprecated,days_to_patch,quick_patch
jsonwebtoken,3.0.0,0.0,0.06208722919118367,0.0,0.0,0.015521807297795917,0.02347198943455829,SAFE,1,,,,,,,,,,,,
formidable,2.0.0,1.0,0.030071048221397747,0.0,0.0,0.25751776205534943,0.35528294452136255,WAIT,1,,,,,,,,,,,,
gauge,3.0.0,0.0,0.02954268911535926,0.0,0.0,0.007385672278839815,0.011168571956221533,SAFE,1,,,,,,,,,,,,
gauge,4.0.0,0.0,0.02954268911535926,0.0,0.0,0.007385672278839815,0.011168571956221533,SAFE,1,,,,,,,,,,,,
gauge,5.0.0,0.0,0.02954268911535926,0.0,0.0,0.007385672278839815,0.011168571956221533,SAFE,1,,,,,,,,,,,,
npmlog,1.0.0,0.0,0.029315392929505836,0.0,0.0,0.007328848232376459,0.011082642953713806,SAFE,1,,,,,,,,,,,,
npmlog,2.0.0,0.0,0.029315392929505836,0.0,0.0,0.007328848232376459,0.011082642953713806,SAFE,1,,,,,,,,,,,,
npmlog,4.0.0,0.0,0.029315392929505836,0.0,0.0,0.007328848232376459,0.011082642953713806,SAFE,1,,,,,,,,,,,,
npmlog,5.0.0,0.0,0.029315392929505836,0.0,0.0,0.007328848232376459,0.011082642953713806,SAFE,1,,,,,,,,,,,,
npmlog,6.0.0,0.0,0.029315392929505836,0.0,0.0,0.007328848232376459,0.011082642953713806,SAFE,1,,,,,,,,,,,,
are-we-there-yet,2.0.0,0.0,0.029280534667971196,0.0,0.0,0.007320133666992799,0.011069464837100989,SAFE,1,,,,,,,,,,,,
are-we-there-yet,3.0.0,0.0,0.029280534667971196,0.0,0.0,0.007320133666992799,0.011069464837100989,SAFE,1,,,,,,,,,,,,
are-we-there-yet,4.0.0,0.0,0.029280534667971196,0.0,0.0,0.007320133666992799,0.011069464837100989,SAFE,1,,,,,,,,,,,,
joi,2.0.0,0.7333,0.02903769040307591,0.0,0.0,0.19058442260076897,0.2631702539945129,SAFE,1,,,,,,,,,,,,
joi,4.0.0,0.7895,0.02903769040307591,0.0,0.0,0.20463442260076897,0.2824982560403566,SAFE,1,,,,,,,,,,,,
joi,5.0.0,0.0,0.02903769040307591,0.0,0.0,0.007259422600768978,0.01097765790523883,SAFE,1,,,,,,,,,,,,
joi,7.0.0,0.0,0.02903769040307591,0.0,0.0,0.007259422600768978,0.01097765790523883,SAFE,1,,,,,,,,,,,,
joi,8.0.0,0.0,0.02903769040307591,0.0,0.0,0.007259422600768978,0.01097765790523883,SAFE,1,,,,,,,,,,,,
joi,10.0.0,0.0,0.02903769040307591,0.0,0.0,0.007259422600768978,0.01097765790523883,SAFE,1,,,,,,,,,,,,
superagent,2.0.0,0.0,0.02801926269341777,0.0,0.0,0.007004815673354443,0.010592642745883778,SAFE,1,,,,,,,,,,,,
superagent,4.0.0,0.0,0.02801926269341777,0.0,0.0,0.007004815673354443,0.010592642745883778,SAFE,1,,,,,,,,,,,,
superagent,6.0.0,0.0,0.02801926269341777,0.0,0.0,0.007004815673354443,0.010592642745883778,SAFE,1,,,,,,,,,,,,
superagent,7.0.0,0.0,0.02801926269341777,0.0,0.0,0.007004815673354443,0.010592642745883778,SAFE,1,,,,,,,,,,,,
superagent,8.0.0,0.0,0.02801926269341777,0.0,0.0,0.007004815673354443,0.010592642745883778,SAFE,1,,,,,,,,,,,,
superagent,9.0.0,0.0,0.02801926269341777,0.0,0.0,0.007004815673354443,0.010592642745883778,SAFE,1,,,,,,,,,,,,
html-webpack-plugin,1.0.0,0.0,0.022063921130055154,0.0,0.0,0.005515980282513789,0.008341234266629523,SAFE,1,,,,,,,,,,,,
html-webpack-plugin,3.0.0,0.0,0.022063921130055154,0.0,0.0,0.005515980282513789,0.008341234266629523,SAFE,1,,,,,,,,,,,,
nodemailer,1.0.0,0.9091,0.02171342197144131,0.0,0.0,0.23270335549286034,0.320861516096309,SAFE,1,,,,,,,,,,,,
nodemailer,2.0.0,0.0,0.02171342197144131,0.0,0.0,0.005428355492860327,0.008208728554021978,SAFE,1,,,,,,,,,,,,
request,2.0.0,0.0,0.020837760729218408,0.0,0.0,0.005209440182304602,0.007877686056338306,SAFE,1,,,,,,,,,,,,
supertest,1.0.0,0.0,0.020283687653052055,0.0,0.0,0.005070921913263014,0.007668219511298853,SAFE,1,,,,,,,,,,,,
supertest,2.0.0,0.0,0.020283687653052055,0.0,0.0,0.005070921913263014,0.007668219511298853,SAFE,1,,,,,,,,,,,,
supertest,3.0.0,0.0,0.020283687653052055,0.0,0.0,0.005070921913263014,0.007668219511298853,SAFE,1,,,,,,,,,,,,
supertest,5.0.0,0.0,0.020283687653052055,0.0,0.0,0.005070921913263014,0.007668219511298853,SAFE,1,,,,,,,,,,,,
supertest,7.0.0,0.0,0.020283687653052055,0.0,0.0,0.005070921913263014,0.007668219511298853,SAFE,1,,,,,,,,,,,,
connect,1.0.0,0.32,0.02027068939773275,0.0,0.0,0.08506767234943319,0.11771598622728487,SAFE,1,,,,,,,,,,,,
vue,2.0.0,0.6121,0.017749512220948796,0.0,0.0,0.1574623780552372,0.2172203213417859,SAFE,1,,,,,,,,,,,,
prisma,2.0.0,0.0,0.01767053031768243,0.0,0.0,0.004417632579420607,0.00668031906597919,SAFE,1,,,,,,,,,,,,
mongodb,1.0.0,0.0,0.016983569949180568,0.0,0.0,0.004245892487295142,0.006420614667482283,SAFE,1,,,,,,,,,,,,
mongodb,2.0.0,0.8333,0.016983569949180568,0.0,0.0,0.21257089248729516,0.2930046734717808,SAFE,1,,,,,,,,,,,,
sinon,1.0.0,0.0,0.015403330615377131,0.0,0.0,0.0038508326538442827,0.005823207415937956,SAFE,1,,,,,,,,,,,,
sinon,5.0.0,0.3582,0.015403330615377131,0.0,0.0,0.09340083265384429,0.12901342686115544,SAFE,1,,,,,,,,,,,,
sinon,8.0.0,0.1176,0.015403330615377131,0.0,0.0,0.03325083265384428,0.04626756756880667,SAFE,1,,,,,,,,,,,,
sinon,9.0.0,0.0,0.015403330615377131,0.0,0.0,0.0038508326538442827,0.005823207415937956,SAFE,1,,,,,,,,,,,,
sinon,10.0.0,0.0,0.015403330615377131,0.0,0.0,0.0038508326538442827,0.005823207415937956,SAFE,1,,,,,,,,,,,,
fstream,1.0.0,0.0,0.014548072138410221,0.0,0.0,0.0036370180346025553,0.005499878154885438,SAFE,1,,,,,,,,,,,,
puppeteer,1.0.0,0.0667,0.014267328473970586,0.0,0.0,0.020241832118492644,0.02833284903939607,SAFE,1,,,,,,,,,,,,
puppeteer,2.0.0,0.0,0.014267328473970586,0.0,0.0,0.0035668321184926465,0.0053937434084747864,SAFE,1,,,,,,,,,,,,
puppeteer,6.0.0,0.0,0.014267328473970586,0.0,0.0,0.0035668321184926465,0.0053937434084747864,SAFE,1,,,,,,,,,,,,
puppeteer,7.0.0,0.0,0.014267328473970586,0.0,0.0,0.0035668321184926465,0.0053937434084747864,SAFE,1,,,,,,,,,,,,
puppeteer,8.0.0,0.0018,0.014267328473970586,0.0,0.0,0.004016832118492647,0.006012789737345226,SAFE,1,,,,,,,,,,,,
puppeteer,10.0.0,0.0,0.014267328473970586,0.0,0.0,0.0035668321184926465,0.0053937434084747864,SAFE,1,,,,,,,,,,,,
react-native,1000.0.0,0.3409,0.011827854218672215,0.0,0.0,0.08818196355466805,0.12171200000215031,SAFE,1,,,,,,,,,,,,
babel-core,5.0.0,0.0505,0.010487845302083408,0.0,0.0,0.015246961325520853,0.021332603796607855,SAFE,1,,,,,,,,,,,,
better-sqlite3,1.0.0,0.0,0.009641122888921327,0.0,0.0,0.002410280722230332,0.0036448129113510735,SAFE,1,,,,,,,,,,,,
better-sqlite3,2.0.0,0.0,0.009641122888921327,0.0,0.0,0.002410280722230332,0.0036448129113510735,SAFE,1,,,,,,,,,,,,
better-sqlite3,4.0.0,0.0,0.009641122888921327,0.0,0.0,0.002410280722230332,0.0036448129113510735,SAFE,1,,,,,,,,,,,,
better-sqlite3,5.0.0,0.1429,0.009641122888921327,0.0,0.0,0.03813528072223033,0.05279021313112097,SAFE,1,,,,,,,,,,,,
better-sqlite3,6.0.0,0.0,0.009641122888921327,0.0,0.0,0.002410280722230332,0.0036448129113510735,SAFE,1,,,,,,,,,,,,
better-sqlite3,7.0.0,0.1429,0.009641122888921327,0.0,0.0,0.03813528072223033,0.05279021313112097,SAFE,1,,,,,,,,,,,,
bootstrap,4.0.0,0.0,0.008792765081177368,0.0,0.0,0.002198191270294342,0.0033240924385663285,SAFE,1,,,,,,,,,,,,
bcrypt,3.0.0,0.0,0.00714538410088038,0.0,0.0,0.001786346025220095,0.002701302382254492,SAFE,1,,,,,,,,,,,,
react-dnd,15.0.0,0.5377,0.00676537824853388,0.0,0.0,0.13611634456213345,0.18748053672438067,SAFE,1,,,,,,,,,,,,
rollup-plugin-terser,2.0.0,0.0,0.005833876980247106,0.0,0.0,0.0014584692450617764,0.0022054889649080556,SAFE,1,,,,,,,,,,,,
rollup-plugin-terser,3.0.0,0.0,0.005833876980247106,0.0,0.0,0.0014584692450617764,0.0022054889649080556,SAFE,1,,,,,,,,,,,,
rollup-plugin-terser,4.0.0,0.0,0.005833876980247106,0.0,0.0,0.0014584692450617764,0.0022054889649080556,SAFE,1,,,,,,,,,,,,
rollup-plugin-terser,5.0.0,0.0,0.005833876980247106,0.0,0.0,0.0014584692450617764,0.0022054889649080556,SAFE,1,,,,,,,,,,,,
rollup-plugin-terser,6.0.0,0.0,0.005833876980247106,0.0,0.0,0.0014584692450617764,0.0022054889649080556,SAFE,1,,,,,,,,,,,,
rollup-plugin-terser,7.0.0,0.0,0.005833876980247106,0.0,0.0,0.0014584692450617764,0.0022054889649080556,SAFE,1,,,,,,,,,,,,
mobx-react,8.0.0,0.037,0.004062206011727185,0.0,0.0,0.010265551502931796,0.01426055245839284,SAFE,1,,,,,,,,,,,,
react-beautiful-dnd,3.0.0,0.0,0.003225791455819071,0.0,0.0,0.0008064478639547677,0.0012195059105621227,SAFE,1,,,,,,,,,,,,
react-beautiful-dnd,5.0.0,0.0513,0.003225791455819071,0.0,0.0,0.013631447863954767,0.018862326283369646,SAFE,1,,,,,,,,,,,,
react-beautiful-dnd,8.0.0,0.2018,0.003225791455819071,0.0,0.0,0.05125644786395477,0.0706214776694814,SAFE,1,,,,,,,,,,,,
electron-builder,24.0.0,0.0,0.0031067597831113264,0.0,0.0,0.0007766899457778316,0.001174506154564464,SAFE,1,,,,,,,,,,,,
tslint,6.0.0,0.0,0.0029485760682007697,0.0,0.0,0.0007371440170501924,0.001114705024227873,SAFE,1,,,,,,,,,,,,
react-query,4.0.0,0.7747,0.0023963861314976386,0.0,0.0,0.19427409653287442,0.2673366120507009,SAFE,1,,,,,,,,,,,,
levelup,2.0.0,1.0,0.001480046014853781,0.0,0.0,0.25037001150371346,0.3444741564588615,WAIT,1,,,,,,,,,,,,
levelup,4.0.0,0.0,0.001480046014853781,0.0,0.0,0.00037001150371344525,0.0005595293086173194,SAFE,1,,,,,,,,,,,,
levelup,5.0.0,0.0,0.001480046014853781,0.0,0.0,0.00037001150371344525,0.0005595293086173194,SAFE,1,,,,,,,,,,,,
node-sass,1.0.0,0.0,0.001287834958038698,0.0,0.0,0.0003219587395096745,0.0004868641896622356,SAFE,1,,,,,,,,,,,,
node-sass,2.0.0,0.5,0.001287834958038698,0.0,0.0,0.1253219587395097,0.17244417776478432,SAFE,1,,,,,,,,,,,,
node-sass,5.0.0,0.0,0.001287834958038698,0.0,0.0,0.0003219587395096745,0.0004868641896622356,SAFE,1,,,,,,,,,,,,
node-sass,6.0.0,0.0,0.001287834958038698,0.0,0.0,0.0003219587395096745,0.0004868641896622356,SAFE,1,,,,,,,,,,,,
node-sass,7.0.0,0.0,0.001287834958038698,0.0,0.0,0.0003219587395096745,0.0004868641896622356,SAFE,1,,,,,,,,,,,,
node-sass,8.0.0,0.0,0.001287834958038698,0.0,0.0,0.0003219587395096745,0.0004868641896622356,SAFE,1,,,,,,,,,,,,
node-sass,9.0.0,0.0,0.001287834958038698,0.0,0.0,0.0003219587395096745,0.0004868641896622356,SAFE,1,,,,,,,,,,,,
graphql-tools,1.0.0,0.0,0.0012827923754258012,0.0,0.0,0.0003206980938564503,0.0004849578484169477,SAFE,1,,,,,,,,,,,,
graphql-tools,2.0.0,0.087,0.0012827923754258012,0.0,0.0,0.02207069809385645,0.030405530410488192,SAFE,1,,,,,,,,,,,,
graphql-tools,4.0.0,0.0115,0.0012827923754258012,0.0,0.0,0.0031956980938564502,0.004439976060644756,SAFE,1,,,,,,,,,,,,
graphql-tools,9.0.0,0.0,0.0012827923754258012,0.0,0.0,0.0003206980938564503,0.0004849578484169477,SAFE,1,,,,,,,,,,,,
cuid,3.0.0,0.0,0.0011041460467766833,0.0,0.0,0.0002760365116941708,0.0004174208558147693,SAFE,1,,,,,,,,,,,,
apollo-server-express,2.0.0,0.25,0.0010367343861989735,0.0,0.0,0.06275918359654975,0.08637059276016458,SAFE,1,,,,,,,,,,,,
apollo-server-express,3.0.0-lambda.0,0.0,0.0010367343861989735,0.0,0.0,0.0002591835965497434,0.00039193597260354175,SAFE,1,,,,,,,,,,,,
apollo-server-express,3.0.0-html.0,0.0,0.0010367343861989735,0.0,0.0,0.0002591835965497434,0.00039193597260354175,SAFE,1,,,,,,,,,,,,
apollo-server-express,3.0.0-html.2,0.0,0.0010367343861989735,0.0,0.0,0.0002591835965497434,0.00039193597260354175,SAFE,1,,,,,,,,,,,,
leveldown,1.0.0,0.0,0.0008619434132875656,0.0,0.0,0.0002154858533218914,0.0003258564918008245,SAFE,1,,,,,,,,,,,,
leveldown,2.0.0,0.0,0.0008619434132875656,0.0,0.0,0.0002154858533218914,0.0003258564918008245,SAFE,1,,,,,,,,,,,,
leveldown,3.0.0,0.0,0.0008619434132875656,0.0,0.0,0.0002154858533218914,0.0003258564918008245,SAFE,1,,,,,,,,,,,,
leveldown,6.0.0,0.0,0.0008619434132875656,0.0,0.0,0.0002154858533218914,0.0003258564918008245,SAFE,1,,,,,,,,,,,,
csurf,1.0.0,1.0,0.0005873112531960482,0.0,0.0,0.250146827813299,0.34413665934123416,WAIT,1,,,,,,,,,,,,
tap,3.0.0,0.0,0.0004557615048547419,0.0,0.0,0.00011394037621368547,0.00017229999415319282,SAFE,1,,,,,,,,,,,,
tap,4.0.0,0.0,0.0004557615048547419,0.0,0.0,0.00011394037621368547,0.00017229999415319282,SAFE,1,,,,,,,,,,,,
tap,6.0.0,0.0,0.0004557615048547419,0.0,0.0,0.00011394037621368547,0.00017229999415319282,SAFE,1,,,,,,,,,,,,
tap,8.0.0,0.0,0.0004557615048547419,0.0,0.0,0.00011394037621368547,0.00017229999415319282,SAFE,1,,,,,,,,,,,,
tap,9.0.0,0.0,0.0004557615048547419,0.0,0.0,0.00011394037621368547,0.00017229999415319282,SAFE,1,,,,,,,,,,,,
apollo-server,2.0.0,1.0,0.0002773197745065061,0.0,0.0,0.25006932994362663,0.3440194674998943,WAIT,1,,,,,,,,,,,,
apollo-server,3.0.0-lambda.0,0.0,0.0002773197745065061,0.0,0.0,6.932994362662653e-05,0.00010484034965011946,SAFE,1,,,,,,,,,,,,
apollo-server,3.0.0-html.0,0.0,0.0002773197745065061,0.0,0.0,6.932994362662653e-05,0.00010484034965011946,SAFE,1,,,,,,,,,,,,
apollo-server,3.0.0-html.2,0.0,0.0002773197745065061,0.0,0.0,6.932994362662653e-05,0.00010484034965011946,SAFE,1,,,,,,,,,,,,
hapi,4.0.0,0.1042,8.538569090146067e-05,0.0,0.0,0.026071346422725364,0.03586818408908192,SAFE,1,,,,,,,,,,,,
hapi,6.0.0,0.0638,8.538569090146067e-05,0.0,0.0,0.015971346422725363,0.021974033152212052,SAFE,1,,,,,,,,,,,,
hapi,8.0.0,0.5882,8.538569090146067e-05,0.0,0.0,0.14707134642272535,0.20232286362980006,SAFE,1,,,,,,,,,,,,
hapi,9.0.0,0.0,8.538569090146067e-05,0.0,0.0,2.1346422725365168e-05,3.227994002647706e-05,SAFE,1,,,,,,,,,,,,
uws,99.0.0,0.0,7.808974332850872e-05,0.0,0.0,1.952243583212718e-05,2.9521717335944487e-05,SAFE,1,,,,,,,,,,,,
sendgrid,2.0.0,0.0,6.729474726292012e-05,0.0,0.0,1.682368681573003e-05,2.5440684297453317e-05,SAFE,1,,,,,,,,,,,,
sendgrid,3.0.0,0.0,6.729474726292012e-05,0.0,0.0,1.682368681573003e-05,2.5440684297453317e-05,SAFE,1,,,,,,,,,,,,
sendgrid,4.0.0,0.0,6.729474726292012e-05,0.0,0.0,1.682368681573003e-05,2.5440684297453317e-05,SAFE,1,,,,,,,,,,,,
sendgrid,5.0.0,0.0,6.729474726292012e-05,0.0,0.0,1.682368681573003e-05,2.5440684297453317e-05,SAFE,1,,,,,,,,,,,,
react-testing-library,1.0.0,0.0,5.8253450919178054e-05,0.0,0.0,1.4563362729794514e-05,2.202263496557624e-05,SAFE,1,,,,,,,,,,,,
react-testing-library,3.0.0,0.0,5.8253450919178054e-05,0.0,0.0,1.4563362729794514e-05,2.202263496557624e-05,SAFE,1,,,,,,,,,,,,
react-testing-library,4.0.0,0.2,5.8253450919178054e-05,0.0,0.0,0.050014563362729796,0.06880494806501442,SAFE,1,,,,,,,,,,,,
react-testing-library,5.0.0,0.0,5.8253450919178054e-05,0.0,0.0,1.4563362729794514e-05,2.202263496557624e-05,SAFE,1,,,,,,,,,,,,
react-testing-library,6.0.0,0.3,5.8253450919178054e-05,0.0,0.0,0.0750145633627298,0.10319641078003883,SAFE,1,,,,,,,,,,,,
react-testing-library,7.0.0,0.0,5.8253450919178054e-05,0.0,0.0,1.4563362729794514e-05,2.202263496557624e-05,SAFE,1,,,,,,,,,,,,
react-testing-library,8.0.0,1.0,5.8253450919178054e-05,0.0,0.0,0.2500145633627298,0.34393664978520977,WAIT,1,,,,,,,,,,,,
prebuild,2.0.0,0.0,1.1961345563134137e-05,0.0,0.0,2.9903363907835343e-06,4.521969821144029e-06,SAFE,1,,,,,,,,,,,,
prebuild,3.0.0,0.0,1.1961345563134137e-05,0.0,0.0,2.9903363907835343e-06,4.521969821144029e-06,SAFE,1,,,,,,,,,,,,
prebuild,4.0.0,0.0,1.1961345563134137e-05,0.0,0.0,2.9903363907835343e-06,4.521969821144029e-06,SAFE,1,,,,,,,,,,,,
prebuild,5.0.0,0.1739,1.1961345563134137e-05,0.0,0.0,0.043477990336390784,0.05981127563124861,SAFE,1,,,,,,,,,,,,
prebuild,6.0.0,0.55,1.1961345563134137e-05,0.0,0.0,0.1375029903363908,0.18915756690245547,SAFE,1,,,,,,,,,,,,
prebuild,7.0.0,0.0,1.1961345563134137e-05,0.0,0.0,2.9903363907835343e-06,4.521969821144029e-06,SAFE,1,,,,,,,,,,,,
prebuild,8.0.0,0.0,1.1961345563134137e-05,0.0,0.0,2.9903363907835343e-06,4.521969821144029e-06,SAFE,1,,,,,,,,,,,,
prebuild,9.0.0,0.0,1.1961345563134137e-05,0.0,0.0,2.9903363907835343e-06,4.521969821144029e-06,SAFE,1,,,,,,,,,,,,
prebuild,10.0.0,0.0,1.1961345563134137e-05,0.0,0.0,2.9903363907835343e-06,4.521969821144029e-06,SAFE,1,,,,,,,,,,,,
prebuild,11.0.0,0.0,1.1961345563134137e-05,0.0,0.0,2.9903363907835343e-06,4.521969821144029e-06,SAFE,1,,,,,,,,,,,,
swc,1.0.0,0.1579,0.0,0.0,0.0,0.039475,0.05430411962702356,SAFE,1,,,,,,,,,,,,
cross-env,7.0.0,0.0,0.02779241885074657,0.0,0.0,0.006948104712686642,0.010506884751078156,SAFE,0,,,,,,,,,,,,
nodemon,2.0.0,0.0,0.017828573458250202,0.0,0.0,0.0044571433645625505,0.006740067052383742,SAFE,0,,,,,,,,,,,,
dotenv,8.0.0,0.0,0.18861292985546285,0.0,0.0,0.04715323246386571,0.07130485213241172,SAFE,0,,,,,,,,,,,,
commander,6.0.0,0.0,0.5745777606045109,0.0,0.0,0.14364444015112773,0.2172183120736899,SAFE,0,,,,,,,,,,,,
minimatch,3.0.0,0.0,0.8484756299205892,0.0,0.0,0.2121189074801473,0.32076501529245616,SAFE,0,,,,,,,,,,,,
inquirer,7.0.0,0.0,0.06362621343494325,0.0,0.0,0.015906553358735812,0.02405380025749329,SAFE,0,,,,,,,,,,,,
ora,4.0.0,0.0,0.09726236617183386,0.0,0.0,0.024315591542958464,0.036769900362852714,SAFE,0,,,,,,,,,,,,
chai,4.0.0,0.0,0.10494377137634697,0.0,0.0,0.026235942844086743,0.03967384476738889,SAFE,0,,,,,,,,,,,,
sinon,8.0.0,0.1176,0.015403330615377131,0.0,0.0,0.03325083265384428,0.04626756756880667,SAFE,0,,,,,,,,,,,,
nock,12.0.0,0.0,0.008838764903246438,0.0,0.0,0.0022096912258116096,0.0033414826064263256,SAFE,0,,,,,,,,,,,,
supertest,5.0.0,0.0,0.020283687653052055,0.0,0.0,0.005070921913263014,0.007668219511298853,SAFE,0,,,,,,,,,,,,
nyc,13.0.0,0.0,0.011027812230090302,0.0,0.0,0.0027569530575225756,0.0041690488611420915,SAFE,0,,,,,,,,,,,,
execa,4.0.0,0.0,0.19049655784932057,0.0,0.0,0.04762413946233014,0.07201695503902275,SAFE,0,,,,,,,,,,,,
fast-glob,3.0.0,0.0,0.19646579678706622,0.0,0.0,0.049116449196766554,0.07427361740106314,SAFE,0,,,,,,,,,,,,
chokidar,3.0.0,0.0,0.24774787654800187,0.0,0.0,0.06193696913700047,0.09366073533193998,SAFE,0,,,,,,,,,,,,
glob,7.0.0,0.0,0.4925150898901939,0.0,0.0,0.12312877247254847,0.18619463514253123,SAFE,0,,,,,,,,,,,,
async,3.0.0,0.0,0.12650147316343935,0.0,0.0,0.03162536829085984,0.0478237035253288,SAFE,0,,,,,,,,,,,,
debug,4.0.0,0.0,0.8508974920201096,0.0,0.0,0.2127243730050274,0.3216805968436453,SAFE,0,,,,,,,,,,,,
ms,2.0.0,0.0,0.6420340667583936,0.0,0.0,0.1605085166895984,0.2427200734820263,SAFE,0,,,,,,,,,,,,
mime,3.0.0,0.0,0.17289117051717887,0.0,0.0,0.043222792629294716,0.06536126318685655,SAFE,0,,,,,,,,,,,,
p-queue,7.0.0,0.0,0.036243106707450484,0.0,0.0,0.009060776676862621,0.013701655377361321,SAFE,0,,,,,,,,,,,,
leven,4.0.0,0.0,0.07512851000215677,0.0,0.0,0.018782127500539193,0.028402227253123,SAFE,0,,,,,,,,,,,,
strip-ansi,7.0.0,0.0,0.6766034382758382,0.0,0.0,0.16915085956895956,0.25578897563126246,SAFE,0,,,,,,,,,,,,
ansi-regex,6.0.0,0.0,0.6278249959108176,0.0,0.0,0.1569562489777044,0.23734835428704967,SAFE,0,,,,,,,,,,,,
is-stream,3.0.0,0.0,0.21834949186689742,0.0,0.0,0.054587372966724355,0.08254671746357699,SAFE,0,,,,,,,,,,,,
pretty-bytes,6.0.0,0.0,0.0386869638202283,0.0,0.0,0.009671740955057075,0.014625552112293026,SAFE,0,,,,,,,,,,,,
filesize,10.0.0,0.0,0.024434092234361538,0.0,0.0,0.0061085230585903845,0.009237274109977446,SAFE,0,,,,,,,,,,,,
boxen,7.0.0,0.0,0.03514176240475323,0.0,0.0,0.008785440601188308,0.0132852937169445,SAFE,0,,,,,,,,,,,,
string-length,6.0.0,0.0,0.06540754506201027,0.0,0.0,0.016351886265502567,0.024727230166906915,SAFE,0,,,,,,,,,,,,
camelcase,8.0.0,0.0,0.21520736302241184,0.0,0.0,0.05380184075560296,0.08135884008524072,SAFE,0,,,,,,,,,,,,
decamelize,6.0.0,0.0,0.0805889282756856,0.0,0.0,0.0201472320689214,0.030466530680642315,SAFE,0,,,,,,,,,,,,
escape-string-regexp,5.0.0,0.0,0.41756014883844395,0.0,0.0,0.10439003720961099,0.1578580253863265,SAFE,0,,,,,,,,,,,,
get-port,7.0.0,0.0,0.02779873216974522,0.0,0.0,0.006949683042436305,0.010509271492421967,SAFE,0,,,,,,,,,,,,
find-up,7.0.0,0.0,0.38042411529746145,0.0,0.0,0.09510602882436536,0.14381880027883664,SAFE,0,,,,,,,,,,,,
pkg-dir,7.0.0,0.0,0.11753899866306843,0.0,0.0,0.029384749665767106,0.04443545268017631,SAFE,0,,,,,,,,,,,,
unique-string,3.0.0,0.0,0.042016393362307794,0.0,0.0,0.010504098340576948,0.015884238255205862,SAFE,0,,,,,,,,,,,,
temp-dir,3.0.0,0.0,0.02817566487210296,0.0,0.0,0.00704391621802574,0.010651770368962856,SAFE,0,,,,,,,,,,,,
normalize-url,8.0.0,0.0,0.0617336902863853,0.0,0.0,0.015433422571596325,0.02333833455019262,SAFE,0,,,,,,,,,,,,
repeat-string,2.0.0,0.0,0.035040874565040715,0.0,0.0,0.008760218641260179,0.013247153211422573,SAFE,0,,,,,,,,,,,,
is-plain-obj,4.0.0,0.0,0.14040018787412958,0.0,0.0,0.035100046968532396,0.05307809302044877,SAFE,0,,,,,,,,,,,,
